user_id,subject_id
13682907,120
13682907,123
13682903,125
13682955,115
13682955,118
13682955,117
13682955,113
13682923,123
13682923,124
13682923,122
13682923,126
13682981,111
13682981,112
13682981,117
13682981,118
13682945,133
13682907,125
13682903,124
13682903,123
13682903,122
13682909,123
13682945,129
13682945,132
13682915,121
13682943,133
13682943,131
13682943,134
13682943,132
13682997,115
13682997,112
13682997,118
13682997,114
13682937,133
13682937,134
12748790,117
12748790,118
13682929,121
13682929,122
13682937,127
13682937,131
13682951,125
13682951,123
13682951,126
13682951,122
13682979,111
13682979,112
13682979,115
13682979,113
13682953,118
13682953,114
13682953,116
13682953,117
13682987,129
13682987,127
13682987,133
13682987,134
13682985,118
13682985,113
13682985,117
13682985,115
13682983,115
13682983,112
13682983,117
13682983,113
13682941,134
13682941,132
13682941,133
13682941,131
13682957,133
13682957,129
13682957,127
13682957,130
13682991,111
13682991,114
13682991,118
13682991,115
13682945,134
13682973,133
13682973,130
13682973,134
13682973,129
13682931,130
13682931,131
13682931,133
13682931,134
12975527,113
12975527,111
12975527,117
13682921,122
13682921,124
13682921,125
13682921,126
13682909,125
13682909,122
13682909,120
13682989,117
13682989,113
13682989,112
13682989,116
13682975,115
13682975,113
13682975,118
13682975,117
13682961,112
13682961,118
13682961,111
13682961,117
13682913,113
13682913,117
13682913,111
13682913,115
13682905,123
13682905,122
13682905,125
13682905,121
13682917,124
13682917,123
13682917,122
13682917,125
13682915,123
13682915,120
13682915,122
13682963,118
13682963,115
13682963,113
13682963,114
13682959,115
13682959,113
13682959,114
13682959,117
13682969,117
13682969,113
13682969,118
13682969,115
13682993,118
13682993,113
13682993,117
13682993,115
13682999,130
13682999,134
13682999,133
13682999,129
13682947,129
13682947,133
13682947,127
13682947,130
13682913,122
13682913,123
13682913,125
13682913,124
13563663,115
13563663,117
13563663,114
13563663,116
13563661,115
13563661,113
13563661,112
13563661,111
13144672,18
13144672,25
13144672,22
13144672,10
13562988,118
13562988,111
13562988,113
13562988,115
13562976,112
13562976,114
13562976,113
13562976,118
13562968,111
13562968,112
13562968,113
13562968,118
13562964,112
13562964,113
13562964,118
13562964,114
13682987,115
13682987,113
13682987,111
13682987,112
13569811,123
13569811,122
13569811,126
13569811,124
13569812,127
13569812,129
13569812,133
13569812,134
13039656,91
13039656,89
13039656,87
13039656,84
13569811,111
13569811,113
13569811,118
13569811,117
13144667,64
13144667,78
13144667,68
13144667,61
13810335,17
13810335,15
13810335,13
13810335,11
13188347,126
13188347,124
13188347,122
13188347,123
13431297,126
13431297,125
13431297,122
13431297,121
34200,79
34200,79
34200,79
34200,79
12975527,125
12975527,122
12975527,124
12975527,123
13804397,113
13804397,115
13804397,118
13804397,114
13804388,129
13804388,133
13804388,132
13804388,130
13804379,114
13804379,113
13804379,115
13804379,118
13682957,115
13682957,113
13682957,111
13682957,114
13827779,8
13827779,4
13825690,25
13825690,22
13825690,4
13825690,2
13826028,25
13826028,20
13826028,22
13826028,8
13826094,22
13826094,10
13826094,24
13826094,32
13826244,18
13826244,25
13826244,22
13826244,20
13827619,32
13827619,8
13827619,4
13827619,10
13039654,122
13039654,125
13039654,126
13039654,120
13513320,125
13513320,126
13513320,122
13513320,121
13513319,126
13513319,122
13513319,121
13513319,123
13013897,22
13013897,2
13013897,30
13013897,10
12687629,37
12687629,33
12687629,48
12687629,54
40061,17
40061,15
40061,13
40061,11
13932321,130
13932321,132
13932321,133
13932321,131
13826612,46
13826612,41
13826612,43
13826612,39
13826508,41
13826508,39
13826508,45
13826508,33
13826540,46
13826540,46
13826540,41
13826540,39
13826540,41
13826540,43
13826540,39
13826540,43
13826540,46
13826540,46
13826540,46
13826540,41
13826540,41
13826540,41
13826540,46
13826540,39
13826540,39
13826540,39
13826540,41
13826540,43
13826540,43
13826540,43
13826540,39
13826540,43
13826540,46
13826540,41
13826540,39
13826540,43
13826540,46
13826540,41
13826540,39
13826540,43
13826540,46
13826540,41
13826540,39
13826540,43
192501,108
13970955,18
13970955,25
13970955,26
13970955,8
13970961,39
13970961,56
13970961,60
13970961,33
13970939,18
13970939,25
13970939,32
13970939,14
13970947,33
13970947,48
13970947,52
192541,107
13970947,39
13826910,50
13826910,33
13826910,52
13826910,63
13826322,45
13826322,41
13826322,43
13826322,39
13970943,18
13970943,25
13970943,8
13970943,32
13750030,2
13750030,10
13750030,22
13750030,8
13969181,18
13969181,22
13969181,20
13969181,25
13967463,25
13967463,32
13967463,4
13967463,12
13969025,24
13969025,25
13969025,4
13969025,20
13920751,88
13920751,94
13920751,86
13920751,67
13969372,18
13969372,22
13969372,25
13969372,20
13967465,32
13967465,25
13967465,4
13967465,18
13906777,17
13906777,15
13906777,13
13906777,11
13439970,118
13439970,113
13439970,114
13439970,117
13482273,86
13482273,81
13482273,83
13482273,79
13482273,39
13482273,45
13482273,43
13482273,46
13482273,32
13482273,10
13482273,2
13482273,22
13188356,37
13188356,43
13188356,54
13188356,63
13906734,17
13906734,15
13906734,11
13906734,13
13906795,23
13906795,21
13906795,19
13906795,27
13827030,90
13827030,79
13827030,73
13827030,75
13827124,86
13827124,85
13827124,73
13827124,90
13827118,86
13827118,81
13827118,79
13827118,85
12749185,80
12749185,95
12749185,93
12749185,96
214127,115
214127,114
214127,112
214127,117
13967469,25
13967469,18
13967469,32
13967469,12
13827356,73
13827356,77
13827356,71
13827356,65
13827196,81
13827196,85
13827196,86
13827196,83
13967580,25
13967580,20
13967580,4
13967580,32
13827580,94
13827580,90
13827580,86
13827580,67
93096,32
93096,8
93096,10
93096,2
13967647,18
13967647,25
13967647,10
13967647,8
13967636,18
13967636,8
13967636,32
13967636,14
13967456,18
13967456,25
13967456,16
13967456,28
13967198,18
13967198,25
13967198,4
13967198,30
13897086,8
13897086,32
13897086,20
13897086,25
13929292,17
13929292,7
13929292,5
13929292,3
13827204,73
13827204,79
13827204,94
13827204,90
13967178,18
13967178,32
13967178,14
13967178,26
13827304,85
13827304,83
13827304,90
13827304,79
13827330,79
13827330,85
13967097,18
13967097,4
13967097,25
13967097,30
13826538,41
13826538,39
13826538,46
13826538,43
13366128,17
13366128,15
13366128,13
13366128,11
120857,116
120857,114
120857,112
120857,115
333,50
333,46
333,37
333,45
13570422,83
13570422,85
13570422,81
13570422,79
13970223,18
13970223,22
13970223,30
13970223,25
13970172,18
13970172,25
13970172,32
13970172,16
213580,2238
213580,2233
13970380,25
13970380,12
13970380,30
13970380,18
121253,30
121253,25
121253,24
121253,26
13970385,30
13970385,32
13970385,25
13970385,12
13970296,18
13970296,32
13970296,30
13970296,12
13233392,18
13233392,22
13233392,20
13233392,25
147303,121
147303,122
147303,125
147303,126
13715032,33
13715032,45
13715032,41
13715032,39
147317,129
147317,133
147317,134
147317,127
10348059,72
10348059,76
10348059,59
10348059,64
13971104,113
13971104,114
13971104,118
13971104,116
10635354,115
10635354,111
10635354,112
10635354,113
213580,2241
13713797,69
213608,2235
12743597,64
12743597,61
12743597,78
12743597,62
13564093,48
13564093,58
13564093,33
13564093,50
12694847,12
12694847,32
12694847,24
12694847,18
13830529,62
13830529,78
13830529,61
13830529,64
147355,127
147355,127
147355,127
147355,127
13559398,37
13559398,46
13559398,33
13559398,43
147385,122
147385,125
147385,126
147385,124
147391,108
147391,100
147391,107
147391,99
13561053,117
13561053,117
13561053,112
13561053,117
10514366,64
10514366,78
10514366,62
10514366,59
13561117,112
13561117,117
13561117,116
13561117,111
13561003,117
13561003,118
13561003,113
13561003,116
13561107,115
13561107,117
13561107,111
13561107,112
13481602,130
13481602,129
13481602,133
13481602,134
13649030,11
13638504,8
13916890,52
13318312,86
13318312,81
13318312,90
13318312,94
13916890,41
13679115,90
13638504,10
13967422,14
13967422,22
13967422,25
13967422,8
213608,2238
213608,2233
213608,2232
13649030,15
13960967,10
13960967,8
13960967,25
13960967,22
13960963,14
13960963,28
13960963,30
13960963,26
13558584,67
13558584,65
13558584,75
13558584,71
13931963,114
13931963,111
13931963,117
13931963,113
13440100,113
13440100,117
13440100,118
13440100,112
8632,11
8632,13
8632,15
8632,17
13560949,113
13560949,117
13560949,111
13560949,115
149239,113
149239,112
149239,115
149239,113
149270,113
149270,114
149270,117
149270,115
13591502,27
13591502,19
13591502,21
13591502,23
149279,64
149279,62
149279,62
149279,78
213580,2234
192501,107
12550583,134
10100753,90
10100753,94
10100753,79
10100753,73
13926802,125
13926802,121
13926802,124
13926802,126
13665679,115
13665679,112
13665679,113
13665679,117
13898394,32
13898394,25
13898394,20
13898394,14
13361318,127
13361318,133
13361318,129
13361318,132
13666001,115
13666001,112
13666001,115
13666001,112
13821638,23
13821638,21
13821638,19
13821638,27
13366254,11
13366254,13
13366254,15
13366254,17
13821087,61
13821087,62
13821087,78
13821087,64
13715068,73
13715068,77
13715068,71
13715068,94
149374,115
149374,111
149374,118
149374,117
13180920,131
13180920,129
13180920,133
13180920,127
149416,78
149416,78
149416,61
149416,64
13751104,27
13751104,19
13751104,21
13751104,23
13776283,116
13776283,116
13776283,113
13776283,113
149466,41
149466,45
149466,46
149466,39
13827330,73
13827330,90
13776251,118
13776251,117
13776251,116
13776251,113
13776245,116
13776245,117
13776245,115
13776245,118
13776269,116
13776269,117
13776269,113
13776269,118
13776215,112
13776215,113
13776215,111
13776215,115
13366292,122
13366292,125
13366292,126
13366292,123
13366278,11
13366278,9
13366278,7
13366278,5
149517,122
13174928,127
10310509,124
10310509,121
10310509,122
10310509,122
13814041,63
13042971,124
13042971,125
161531,112
161531,113
13174928,132
13174928,131
13638504,22
10228123,24
13638504,2
149517,125
149517,126
149517,123
13695119,118
13695119,113
13695119,116
13695119,112
13454528,123
13454528,122
13454528,126
13454528,123
13695095,111
13695095,112
13695095,117
13695095,115
193642,100
13695127,118
13695127,113
13695127,115
13695127,111
13695097,112
13695097,113
13695097,111
13695097,115
13695093,118
13695093,112
13695093,111
13695093,115
13695113,113
13695113,111
13695113,118
13695113,115
13695123,111
13695123,115
13695123,118
13695123,112
13695099,113
13695099,115
13695099,111
13695099,118
13695129,114
13695129,112
13695129,113
13695129,118
13734216,133
13734216,130
13734216,131
13734216,134
149442,117
149442,112
149442,113
149442,111
13910879,111
13910879,118
13910879,113
13910879,115
13910875,112
13910875,116
13910875,114
13910875,115
13910881,116
13910881,113
13910881,111
13910881,115
13910883,111
13910883,113
13910883,118
13910883,112
13910921,118
13910921,112
13910921,113
13910921,115
13695103,114
13695103,118
13695103,116
13695103,111
193642,108
193642,107
13695109,116
13695109,115
13695109,115
13695109,118
193642,106
13910899,117
13910899,112
13910899,118
13910899,115
12749185,113
13910911,113
13910911,114
13910911,115
13910911,111
13910893,113
13910893,117
13910893,111
13910893,115
13910895,112
13910895,115
13910895,118
13910895,117
13910907,112
13910907,114
13910907,113
13910907,118
13910919,114
13910885,114
13910885,113
13910887,113
13910887,111
13910887,112
13910887,115
149421,115
149421,116
13910901,113
13910915,115
13910901,111
13910915,113
13910905,114
13910905,113
13910905,115
13910905,111
13910919,113
13910901,118
13910915,117
13910901,115
13695107,112
13910913,118
13910919,111
13910919,115
13910913,112
13695107,111
13695107,115
13695107,118
149421,114
13910917,115
13910917,112
13910917,118
13910917,113
13366288,107
13366288,106
13366288,108
13366288,99
13695121,113
13695101,113
13695121,118
13695117,117
13695117,118
13695101,111
13695101,112
13695101,115
13734216,116
13695121,115
13734216,117
13734216,111
13910903,118
13910903,117
13910903,112
13910903,115
13910909,117
13910909,115
13910909,111
13910909,113
13910891,114
13910891,113
13910891,118
13910891,112
13910933,129
13910933,134
13910933,131
13910933,133
149421,118
13910931,127
13910931,134
13910931,129
13910931,133
13748718,134
13910885,118
13910885,115
13910915,115
9903,18
9903,25
9903,4
9903,30
9913,4
9913,25
9913,16
9913,18
13815741,18
13815741,24
13815741,28
13815741,25
13748718,133
13748718,129
13910927,122
13910927,123
13910927,121
13910927,125
13748718,127
149339,80
9927,18
9927,25
9927,30
9927,16
13910929,121
13910929,122
13910929,125
13910929,126
9933,10
9933,32
9933,18
9933,25
9939,10
9939,18
9939,32
9939,25
10391282,117
10391282,112
10391282,113
10391282,115
9935,25
9935,16
9935,12
9935,24
9855,25
9855,14
9855,32
9855,4
13910913,117
13910913,115
213704,2238
213704,2237
10345,18
10345,4
10345,20
10345,30
10307,28
10307,20
10307,16
10307,26
120857,79
120857,94
120857,90
120857,83
149617,112
149617,118
149617,115
149617,114
149578,118
149578,115
149578,116
149578,114
13910925,121
13910925,120
13910925,125
13910925,126
149339,96
149339,95
149339,93
149603,134
149603,127
149603,132
149603,129
13754776,96
13754776,96
13754776,96
13754776,96
13979835,4
13979835,4
13979835,4
13979835,4
13830692,90
13830692,88
13830692,86
13830692,69
12749067,93
12749067,95
12749067,96
12749067,80
13728461,62
13728461,78
13728461,61
13728461,64
10384189,125
10384189,123
10384189,122
10384189,126
13728459,80
13728459,80
13728459,80
13728459,80
149450,93
149450,95
149450,96
149450,80
12749065,61
13728471,96
13910923,118
13910923,114
13910889,116
13910889,113
13910889,111
13910889,115
13604506,115
213704,2235
13174928,129
13558582,63
13558582,60
13558582,58
13728471,80
13728471,95
13728471,93
213720,2235
13728451,93
13728451,95
13728451,96
13728451,80
151239,25
13728445,93
13728445,95
13728445,96
13728445,80
10447767,93
10447767,95
12749065,64
10447767,96
12749065,78
10447767,80
12749065,62
13728467,93
13728467,95
13728467,96
13728467,80
13728455,93
13728455,80
13728455,96
13728455,95
147348,93
147348,95
147348,96
147348,80
13828329,70
13828329,70
13828329,70
13828329,61
213720,2233
213720,2234
13926442,118
13926442,113
13926442,114
13926442,111
13573415,93
13573415,95
13573415,96
13573415,80
149679,20
149679,18
149679,22
149679,16
13573407,84
13573407,82
13573407,96
13573407,80
150205,10
150205,4
150205,20
150205,18
13937078,106
13937078,107
13937078,108
13937078,100
150221,59
150221,62
150221,78
150221,61
150251,59
150251,59
150251,59
150251,59
13360862,26
13360862,28
13360862,14
13360862,24
150307,94
150307,85
150307,90
150307,79
13694846,114
13694846,116
13694846,115
13694846,118
213720,2236
213704,2233
13910936,115
13910936,117
13910936,118
13910936,112
13694849,111
13694849,115
13694849,113
13694849,118
13561607,83
13561607,79
151239,24
151239,32
151239,20
13561607,81
13561607,94
213752,2236
213752,2239
213752,2241
151262,122
151262,120
151262,126
151262,123
9931,18
9931,10
9931,25
9931,22
13573429,98
13000935,64
13000935,61
13926662,113
13926662,111
13926662,118
13926662,114
13728449,93
13728449,95
13728449,96
13728449,80
151285,25
151285,32
151285,8
151285,18
10250202,122
10250202,121
10250202,123
13728465,80
13797359,122
13728465,96
13797359,123
13797359,125
13797359,120
13766004,76
13728473,91
13728473,98
13728473,95
13728473,96
40403,33
40403,37
40403,46
40403,50
12749035,76
12749035,76
12749035,76
12749035,76
13000935,78
13000935,62
13000935,118
13728465,95
13728465,93
13000935,115
10250202,125
51359,133
51359,127
51359,131
51359,132
13462986,126
13462986,122
13462986,123
13462986,125
13462986,127
13462986,129
13462986,133
13462986,132
151322,32
151322,2
151322,10
151322,22
13629459,45
13629459,39
13629459,33
13629459,41
13910923,116
13910923,115
13902911,100
13902911,108
13902911,107
13902911,106
151370,98
151370,91
151370,89
151370,80
13638678,80
13638678,93
13638678,95
13638678,96
34977,32
34977,8
34977,4
34977,25
35031,18
35031,16
35031,26
35031,25
34990,32
34990,18
34990,12
34990,30
213728,2236
213728,2238
213728,2232
35936,32
35936,20
35936,22
35936,25
35944,2
35944,22
35944,24
35944,25
35720,30
35720,26
35720,24
35720,12
35900,25
35900,18
35900,30
35900,24
13810845,11
13810845,13
13810845,15
13810845,17
151424,26
151424,18
151424,4
151424,25
151425,30
151425,16
151425,25
151425,18
35670,18
35670,25
35670,4
35670,8
13953944,120
13953944,121
35620,18
35620,25
35620,8
35620,4
35369,18
35369,32
35369,16
35369,10
13948026,116
13948026,113
13948026,118
13948026,111
13678235,20
13678235,18
13678235,25
13678235,22
36214,18
36214,4
36214,25
36214,20
151526,86
151526,83
151526,79
151526,81
13953944,126
13953944,121
149477,121
149477,124
149477,123
149477,126
36002,30
36002,25
36002,28
36002,32
13810827,13
13810827,13
13810827,11
13810827,17
38760,33
38760,33
38760,37
38760,37
213728,2241
12749185,112
151846,11
151846,13
38760,37
38760,37
151846,15
151846,17
38760,33
38760,33
12748790,115
12748790,116
51777,112
51777,115
51777,111
51777,113
51742,121
151335,125
151335,120
151335,122
151335,123
35730,30
35171,26
35171,25
35171,20
35171,8
51742,126
51742,125
51742,120
213716,2233
213716,2236
213716,2238
213716,2235
213750,2233
213750,2235
213750,2232
213750,2234
213746,2233
213746,2232
213746,2236
213746,2235
213734,2233
213734,2238
213734,2235
213734,2236
213712,2238
213712,2233
213712,2236
213712,2234
213923,2236
213923,2233
213923,2238
213923,2234
213718,2236
213718,2238
213718,2233
213718,2237
213935,2234
213935,2232
213935,2236
213935,2233
192267,100
192267,103
192267,102
192267,101
192501,100
192501,103
354972,118
354972,117
354972,116
354972,112
13776263,113
13776263,115
13776263,115
13776263,111
305538,96
305538,95
305538,93
305538,98
281210,72
281210,68
281210,70
281210,76
276494,2230
276494,2273
276494,2280
276494,2286
315855,68
353751,100
353751,103
353751,102
353751,101
255650,108
255650,100
255650,102
255650,101
164261,78
164261,59
215599,2235
215599,2236
215599,2238
215599,2232
215603,2232
215603,2238
215603,2235
215603,2236
354722,49
354722,53
354722,55
354722,57
214035,2232
214035,2233
214035,2237
214035,2234
214043,2237
214043,2239
214043,2241
214043,2232
214081,2233
214081,2232
214081,2235
214081,2236
214697,2236
214697,2233
214697,2238
214697,2232
214736,2233
214736,2238
214736,2235
214736,2236
214691,2233
214691,2236
214691,2238
214691,2232
214876,2233
214876,2234
214876,2241
214876,2235
213897,2236
213897,2239
213897,2238
213897,2233
13648924,2204
13648924,2215
13648924,2203
13648924,2226
199506,2238
199506,2236
199506,2233
199506,2237
199544,2237
199544,2236
199544,2233
213905,2241
199482,2237
199482,2236
199482,2234
199482,2238
199494,2234
199494,2236
199494,2237
199494,2238
199570,2241
199570,2236
213905,2237
354913,122
213905,2232
354971,118
354971,113
354971,111
354971,114
213905,2234
354913,125
354913,123
354913,121
353778,2
353778,22
353778,32
52071,126
52071,125
52071,121
52071,123
52069,118
52069,115
52069,114
52069,117
84519,66
84519,61
84519,61
84519,59
83284,78
83284,61
83284,64
83284,64
213730,2233
213730,2236
213730,2238
213730,2232
213748,2237
213748,2236
213748,2241
213748,2232
192541,100
192541,105
192541,104
294185,64
294185,72
294185,61
294185,62
192499,100
192499,108
135,17
192499,107
192499,106
192517,100
192517,108
192517,107
192517,106
192543,108
192543,107
192543,99
192543,106
192537,100
192537,103
192537,102
192537,104
13776263,113
214727,2236
13776263,115
214727,2237
13776263,111
353084,33
353084,1576
353084,39
353084,63
13440200,2208
13440200,2277
13440200,2204
13440200,2207
253787,100
253787,108
253787,107
253787,106
255644,104
255644,103
255644,102
255644,100
215318,113
215318,114
215318,116
215318,118
232907,2277
232907,2208
232907,2204
232907,2206
215559,2241
215559,2239
215559,2233
215559,2238
354687,100
354687,108
354687,105
354687,104
213969,2235
213969,2233
213969,2238
213969,2232
214701,2236
214701,2237
214701,2232
214701,2234
214681,2208
214681,2206
214681,2277
214681,2203
214693,2236
214693,2238
214693,2232
214693,2233
214709,2233
214709,2236
214709,2238
214709,2235
214738,2233
214738,2238
214738,2237
214738,2232
214711,2233
214711,2238
214711,2236
214711,2234
214707,2235
214707,2236
214707,2241
214707,2232
214685,2233
214727,2238
214727,2233
192513,104
192513,105
192513,99
192513,100
192507,100
192507,104
192507,101
192507,102
192509,100
192509,101
192509,102
192509,103
51746,114
51746,113
51746,118
51746,111
52073,120
52073,126
52073,121
52073,124
51746,132
51746,127
51746,129
51746,134
13649771,80
13649771,93
13649771,95
13649771,80
213762,2233
13818929,41
13818929,43
13818929,45
13818929,33
151908,58
151908,33
151908,50
151908,37
37804,32
37804,10
37804,8
37804,2
54526,126
54526,123
54526,124
54526,121
38422,18
38422,18
38422,18
38422,18
13969485,18
13969485,25
13969485,32
13969485,16
13967759,18
13967759,25
13967759,32
13967759,20
66371,33
66371,37
66371,50
66371,39
213762,2234
213762,2232
213762,2239
13604538,118
13604538,115
13604538,112
13604538,111
12753740,73
12753740,90
12753740,86
12753740,94
10390213,126
10390213,125
10390213,121
10390213,120
13541918,52
13541918,43
13541918,50
13541918,37
13776243,112
13776243,111
13776243,115
13776243,118
154504,129
154504,127
154504,133
154504,134
154505,48
154505,43
154505,45
154505,37
154508,47
154508,44
154508,42
154508,40
84507,62
84507,61
84507,66
84507,64
10128253,41
10128253,45
10128253,43
10128253,46
13295293,43
13295293,39
13295293,54
13295293,41
214,127
214,132
214,133
214,134
38109,22
38109,10
38109,8
38109,32
13366264,103
13366264,108
13366264,107
13366264,106
175,95
175,95
175,80
175,93
29732,11
29732,13
29732,15
29732,17
154622,127
154622,133
154622,132
154622,134
13898227,12
13898227,12
13898227,30
13898227,30
13898227,2
13898227,2
13898227,4
13898227,4
13898226,12
13898226,25
13898226,20
13898226,28
154628,114
154628,111
154628,113
154628,115
13898202,18
13898202,32
13898202,14
13898202,30
152351,111
152351,114
152351,113
152351,115
13932019,113
13932019,115
13932019,111
13931959,113
13931959,118
13931959,111
13931959,114
195,118
195,115
195,113
195,114
185,105
185,106
185,100
185,108
213752,2232
213736,2233
213736,2236
213736,2238
213736,2232
192531,100
192531,104
192531,103
192531,102
215005,2235
215005,2232
215005,2238
13776263,115
13776263,115
215005,2237
215029,2238
13776263,111
13776263,111
257665,61
257665,78
257665,62
257665,59
328275,2204
328275,2208
328275,2207
328275,2277
328367,2273
328367,2280
328367,2279
328367,2230
213931,2238
215029,2232
215029,2234
215029,2241
213911,2237
213911,2232
213911,2234
213911,2238
354241,118
354241,113
354241,116
354241,117
215223,2206
215223,2277
215223,2226
215223,2203
199560,112
199560,115
199560,113
199560,114
215148,2233
215148,2232
215148,2238
215148,2235
215168,2236
215168,2235
215168,2241
215168,2237
354242,115
354242,113
354242,111
354242,112
215178,2235
215178,2233
215178,2234
215178,2237
215276,2235
215276,2233
215276,2237
215276,2238
215272,2234
215272,2235
215272,2232
215272,2239
215223,2234
215223,2239
215223,2235
215223,2233
354295,118
354295,113
354295,116
354295,117
260559,99
260559,105
260559,104
260559,100
214685,2238
214685,2236
214685,2241
214705,2241
214705,2238
214705,2232
214705,2234
199460,2237
199460,2238
199460,2239
199460,2236
199534,2237
199534,2238
199534,2239
199534,2236
199582,2232
199454,2236
199454,2235
199454,2234
199582,2237
199582,2235
199582,2241
199496,2234
199496,2237
199496,2232
199496,2238
199490,2241
199490,2236
199490,2234
199490,2232
199472,2234
199472,2235
199472,2238
199472,2232
199454,2241
199564,2236
199564,2237
199564,2238
199564,2241
199484,2234
199484,2237
199484,2233
199484,2235
199514,2238
255584,100
255584,101
255584,102
255584,103
213991,2233
213991,2232
213991,2239
213991,2241
192527,103
192527,102
192527,104
154631,37
154631,50
154631,33
154631,41
213754,2232
213754,2233
213754,2236
